ori,exp
-0.12489143013954163,-0.12489189952611923
-0.0029993432108312845,-0.0030001243576407433
0.4313429892063141,0.43134284019470215
0.40445566177368164,0.4044570028781891
0.09487693756818771,0.09487641602754593
0.1786354035139084,0.17862845957279205
-0.04341079294681549,-0.04343542084097862
-0.16545811295509338,-0.1654113084077835
0.08074714243412018,0.0807432159781456
0.0716431736946106,0.07164359837770462
-0.07670654356479645,-0.07670512050390244
0.23219802975654602,0.23219823837280273
-0.011138948611915112,-0.011136132292449474
0.262593150138855,0.2625955045223236
0.17477798461914062,0.17477847635746002
0.17686307430267334,0.17686231434345245
-0.1626472771167755,-0.16264308989048004
0.687941312789917,0.6879392862319946
0.3077523112297058,0.3077555298805237
0.5107395052909851,0.5107395648956299
-0.061793725937604904,-0.06179315969347954
0.10946168750524521,0.10946183651685715
-0.0952412337064743,-0.09524238854646683
-0.5647726655006409,-0.564773440361023
-0.080986388027668,-0.08098636567592621
0.333160400390625,0.3331620991230011
0.7383135557174683,0.7383138537406921
0.45880886912345886,0.4588088095188141
-0.04871612414717674,-0.04871904477477074
0.3412456214427948,0.3412454426288605
-0.13708551228046417,-0.13708452880382538
-0.01422872394323349,-0.014229933731257915
0.19198794662952423,0.1919892281293869
0.09246492385864258,0.09246336668729782
-0.4851680397987366,-0.4851698577404022
-0.46238958835601807,-0.4623951017856598
-0.05980295687913895,-0.05978004261851311
-0.7744054794311523,-0.7743983268737793
-0.297435462474823,-0.29745396971702576
-0.09305167943239212,-0.09304649382829666
-1.0729727745056152,-1.072972297668457
-2.56465220451355,-2.5646533966064453
0.7190528512001038,0.7190536856651306
-0.732022762298584,-0.7320202589035034
0.10945964604616165,0.10945827513933182
-0.07531572133302689,-0.07531631737947464
-0.1646498739719391,-0.16464851796627045
0.0652998760342598,0.06530030816793442
0.005980990827083588,0.005979587323963642
-0.0350990891456604,-0.035097669810056686
-0.5515642762184143,-0.5515642762184143
-0.46988600492477417,-0.46988579630851746
0.14832347631454468,0.14832323789596558
0.058093179017305374,0.05809323862195015
0.31596800684928894,0.31596827507019043
0.4567389190196991,0.45673903822898865
-0.15553104877471924,-0.1555309295654297
0.6410757303237915,0.6410766243934631
0.4314519762992859,0.43145161867141724
0.5346069931983948,0.5346063375473022
-0.2696896493434906,-0.269689679145813
0.03321594372391701,0.033215124160051346
-0.062394946813583374,-0.06239433214068413
-0.4895416498184204,-0.4895433485507965
0.0040247379802167416,0.004025031812489033
0.026162168011069298,0.026160288602113724
-0.05732440575957298,-0.05732399970293045
0.6280189156532288,0.6280187368392944
-0.19314682483673096,-0.193146750330925
-0.11565502732992172,-0.11565554887056351
0.5849993824958801,0.5850001573562622
0.5504003763198853,0.5504004955291748
-0.23979295790195465,-0.23979251086711884
-0.27992963790893555,-0.27992984652519226
-0.2083974927663803,-0.2083965688943863
-0.1529582440853119,-0.15295924246311188
-0.31775256991386414,-0.3177526295185089
-0.22317664325237274,-0.22317691147327423
0.2554559111595154,0.2554575502872467
-0.21715611219406128,-0.21717259287834167
-0.10551246255636215,-0.10550940781831741
0.07136605679988861,0.07137119770050049
0.007067989557981491,0.007068858481943607
-0.2843248248100281,-0.28432369232177734
0.4011528491973877,0.4011554419994354
0.45994919538497925,0.45993751287460327
-0.1429070234298706,-0.14290767908096313
0.05232447758316994,0.052324581891298294
-0.20115947723388672,-0.20115770399570465
-0.5665915608406067,-0.566602349281311
-0.5108815431594849,-0.5108826160430908
0.32840490341186523,0.3284029960632324
-0.15662609040737152,-0.15662795305252075
0.005049342755228281,0.005048160441219807
0.21294741332530975,0.21294628083705902
0.48659348487854004,0.48659342527389526
0.648305356502533,0.6483070850372314
-0.40235376358032227,-0.40235424041748047
0.057324301451444626,0.05732445791363716
-0.49043455719947815,-0.49043557047843933
-0.3966358006000519,-0.3966357409954071
-0.05422569066286087,-0.054224204272031784
-0.17869459092617035,-0.178695410490036
0.0732823833823204,0.07328208535909653
-0.004019469488412142,-0.004020283930003643
0.10644055902957916,0.10644032806158066
-0.1776646375656128,-0.17766423523426056
-0.21971744298934937,-0.21971847116947174
-0.1384057104587555,-0.13840579986572266
0.04511081427335739,0.045111436396837234
-0.26166245341300964,-0.2616608738899231
-0.18542027473449707,-0.18542039394378662
-0.34852710366249084,-0.3485255837440491
0.3598378002643585,0.35982730984687805
-0.453630656003952,-0.45363131165504456
-0.017992032691836357,-0.017991576343774796
-0.1951959878206253,-0.19519437849521637
0.044037826359272,0.044037915766239166
-0.5279447436332703,-0.5279456377029419
-0.9411822557449341,-0.9411824345588684
-0.03693695738911629,-0.03693730756640434
0.21367265284061432,0.21367278695106506
-0.37908735871315,-0.37908807396888733
0.517285943031311,0.5172861814498901
-0.06587115675210953,-0.0658709779381752
-0.10285680741071701,-0.10285625606775284
-0.42890051007270813,-0.42890074849128723
-0.04986944422125816,-0.04986931011080742
-0.16849607229232788,-0.1684957593679428
-0.03193480521440506,-0.031934868544340134
0.7028708457946777,0.7028714418411255
0.13682864606380463,0.13682782649993896
-0.24257510900497437,-0.24257327616214752
0.2406926155090332,0.2406921535730362
-0.1926846206188202,-0.1926845908164978
-0.0648697093129158,-0.06487013399600983
-0.002972974209114909,-0.002974363975226879
0.5935928821563721,0.5935913920402527
0.30598628520965576,0.3059861361980438
-0.4086727499961853,-0.40861234068870544
0.048985034227371216,0.0489833764731884
-0.0010245852172374725,-0.0010172231122851372
-0.18577119708061218,-0.1857805997133255
0.036971643567085266,0.03697071969509125
-0.38726797699928284,-0.3872676491737366
-0.1975523829460144,-0.19755394756793976
0.04989243298768997,0.04990064352750778
0.25553691387176514,0.255537211894989
-0.12871026992797852,-0.12871398031711578
-0.07986461371183395,-0.07986709475517273
0.027971234172582626,0.027987603098154068
-0.22746731340885162,-0.22746773064136505
-0.2512567341327667,-0.2512577772140503
0.11267953366041183,0.11267945170402527
