ori,exp
-0.1854093372821808,-0.1854078620672226
0.015966448932886124,0.01596558466553688
-0.036895349621772766,-0.0368955172598362
-0.03587061166763306,-0.03587137535214424
0.19441932439804077,0.1944172978401184
-0.10665711760520935,-0.10665511339902878
0.33518925309181213,0.3351910710334778
0.04988635703921318,0.04988596588373184
-0.7083653807640076,-0.7083655595779419
-0.14541558921337128,-0.14541558921337128
-0.40804624557495117,-0.4080449044704437
0.048793427646160126,0.04879315197467804
-0.1920381784439087,-0.19204016029834747
0.011951055377721786,0.011952522210776806
0.11244293302297592,0.11244171112775803
0.2648719251155853,0.26487115025520325
-0.023919006809592247,-0.02391998842358589
-0.061734527349472046,-0.061734627932310104
-0.2039809674024582,-0.20398089289665222
-0.13926883041858673,-0.13926929235458374
-0.07460237294435501,-0.07460366189479828
0.3184770345687866,0.31847700476646423
-0.3024017810821533,-0.3024005889892578
-0.01690206490457058,-0.016902636736631393
0.057706814259290695,0.057707492262125015
-0.1203392818570137,-0.12033794075250626
0.015929194167256355,0.015929248183965683
-0.10842126607894897,-0.10842115432024002
-0.20078757405281067,-0.20078781247138977
-0.08346555382013321,-0.08346579223871231
0.14115485548973083,0.14115403592586517
0.07757924497127533,0.0775788351893425
0.30244091153144836,0.30244046449661255
-0.3231200873851776,-0.3231201469898224
0.246685191988945,0.2466852068901062
0.341386079788208,0.3413865864276886
-0.406765878200531,-0.4067927300930023
-0.05666690319776535,-0.05665373429656029
0.33833643794059753,0.33833765983581543
-0.03284509852528572,-0.032843928784132004
0.16622422635555267,0.16622421145439148
-0.49322807788848877,-0.4932280480861664
-0.16003666818141937,-0.16003717482089996
0.8184614181518555,0.81846022605896
0.2660417854785919,0.2660408616065979
0.05375896394252777,0.05376404896378517
-0.052780378609895706,-0.05277901515364647
1.152337670326233,1.1523382663726807
0.02594039961695671,0.025947559624910355
-0.15271888673305511,-0.15271858870983124
-0.2883567810058594,-0.2884102165699005
-0.11270606517791748,-0.11270549148321152
-0.28510934114456177,-0.28510966897010803
0.5678935647010803,0.5678940415382385
-0.3261565566062927,-0.3261564075946808
0.17758144438266754,0.17758159339427948
-0.7173337936401367,-0.7173342704772949
0.019898351281881332,0.01989852264523506
0.134556844830513,0.13455694913864136
-0.44109323620796204,-0.44109290838241577
0.13145816326141357,0.13145789504051208
-0.25189530849456787,-0.2518950402736664
-0.17017312347888947,-0.17017528414726257
-0.2546440064907074,-0.25464460253715515
-0.14716742932796478,-0.14716866612434387
-0.20971420407295227,-0.2097131907939911
0.08252093940973282,0.0825202539563179
-0.04373227059841156,-0.043732840567827225
0.030823200941085815,0.030820224434137344
-0.3367895185947418,-0.33678942918777466
0.18085388839244843,0.18085476756095886
-0.13408802449703217,-0.1340910792350769
-0.027844516560435295,-0.027841977775096893
-0.0923452377319336,-0.09234759211540222
0.33094483613967896,0.3309492766857147
0.009949412196874619,0.009951372630894184
0.0954355001449585,0.09543562680482864
-0.18585051596164703,-0.18585167825222015
-0.1331169754266739,-0.1331169456243515
0.10335195809602737,0.1033514142036438
0.14813315868377686,0.1481401026248932
0.03179337829351425,0.031795091927051544
-0.1450910121202469,-0.14509032666683197
0.10833220928907394,0.10834185779094696
0.13520914316177368,0.1352103352546692
0.6471215486526489,0.6471206545829773
0.012979713268578053,0.012866859324276447
0.1493842452764511,0.14938461780548096
-0.03588465601205826,-0.03587043285369873
-0.6712784171104431,-0.6712778806686401
0.091550312936306,0.09155085682868958
-0.048757318407297134,-0.04875199496746063
-0.18393777310848236,-0.1839376837015152
-0.13118325173854828,-0.13118180632591248
0.02484985813498497,0.024853888899087906
-0.06362112611532211,-0.06362230330705643
-0.2820836901664734,-0.2820868194103241
-0.26012271642684937,-0.26013296842575073
-0.11612173914909363,-0.11612008512020111
0.03872640058398247,0.03871598467230797
0.05060632526874542,0.05060834437608719
-0.04565785825252533,-0.04565760865807533
0.034754734486341476,0.034749094396829605
0.2542702257633209,0.25427088141441345
0.23051588237285614,0.2305147349834442
0.10438711196184158,0.10438629984855652
1.5642794370651245,1.5642797946929932
0.22042915225028992,0.22042767703533173
-0.28411707282066345,-0.2840785086154938
0.20744232833385468,0.20744456350803375
-0.07381130009889603,-0.07381350547075272
0.14864054322242737,0.14863836765289307
-0.17249402403831482,-0.1724996119737625
-0.157497838139534,-0.15749646723270416
0.006959982682019472,0.006960083730518818
